adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/e71OYBLTWRayGVlUYAdVya9XrAB.jpg,"[18, 53, 10770]",530442,en,"My Teacher, My Obsession","Riley is struggling to make friends after transferring to a new high school where her father, Chris, is an English teacher. When she meets Kyla, they quickly becomes close friends. However, the friendship takes a strange turn when Riley learns that Kyla is obsessed with her dad. Will Kyla successfully seduce Chris and start a twisted new life with him by removing everyone in her path, or will Riley be able to save her father from Kyla’s treacherous plot before it’s too late?",11.927,/zrdhT7Mkk23M59cdV0aaiHLYQWs.jpg,2018-06-12,"My Teacher, My Obsession",False,4.6,33
False,/bNa63rYXryTv0hwpoitW47rZscf.jpg,"[10770, 53]",530451,en,The Wrong Son,"Thirteen years after disappearing and presumed drowned, Matt returns home to his mother Sarah. Suspicions grow when her older son Ian is injured in a car accident similar to the one that recently killed his father.",1.325,/sP7kgRFMRTI7O2GQ7Zia5HcUWjr.jpg,2018-04-19,The Wrong Son,False,6.0,1
False,/wdGrHzUBxY2gcs0GwGBO2J8L1qd.jpg,[99],530454,en,American Chaos,A documentary focused on the 2016 United States presidential election and then-candidate Donald Trump's supporters.,3.1260000000000003,/ye6xgueO5LaMVZaReT6jXMwFSYq.jpg,2018-09-14,American Chaos,False,6.1,7
False,/9C8x81bNwMbkFKgsGDqJa9GnnAN.jpg,[99],530458,en,Do Women Have a Higher Sex Drive?,"For years men have thought women had a lower sexdrive? Can men be proven wrong again? The film explores the the scientific, historical, biological and social aspects behind the female sex drive and female gaze.",3.78,/29c6kgvKOys2JNfUp7BYB7VoX4p.jpg,2018-06-05,Do Women Have a Higher Sex Drive?,False,8.0,2
False,/q02BSWWe19M1gz0jviOBZIU40d9.jpg,"[35, 80]",530466,en,Bitter Melon,"Bitter Melon is a ""home for the holidays"" dark comedy where a Filipino-American family plots to kill an abusive member.",1.85,/fimwXrsIKaCxiqmEjGFIvSDDWWr.jpg,2018-05-12,Bitter Melon,False,6.0,1
False,,[35],530525,en,Game On,"Game On is a coming-of-age stoner comedy that follows gamers Regina, Mac, and Warren as they struggle to find a way to save the game store they operate, or else find themselves forced to abandon their alternative lifestyle and join the ""real"" world.",2.358,/dxmAbdLlNlzP7Bb7UYlUg7FsFtD.jpg,2018-03-20,Game On,False,10.0,1
False,/myWaPUx4XJktAKDAmXt1daaVDUV.jpg,"[14, 53]",575091,en,Tantrica,"Power, invincibility and immortality are just some of the things desired by those who wish to ""rule the world"". Allowing this to corrupt, is what leads to one taking the path of darkness, from which there is no return... such is the story of TANTRICA",0.612,/bIi2DnQJHl6UE9DtOaOYime7erR.jpg,2018-11-30,Tantrica,False,4.3,3
False,,"[35, 80, 53]",586514,en,The Moroccan Monster,A man is abducted and taken to a hockey arena owned by a vicious mob boss known as the Moroccan Monster.,0.6,/8ZbxrccJZJTd6RdBFSZBhAJRROk.jpg,2018-10-25,The Moroccan Monster,False,9.0,1
False,,[53],586528,en,Between the Trees,"Steve, suffering from a collapsing marriage, invites his three closest friends on a weekend retreat to the mountains only to discover his real troubles are in the trees that surround them.",0.6,/mUPF6RosZ5eaZM6ituNBDLxArl.jpg,2018-05-16,Between the Trees,False,2.0,1
False,,[99],587766,en,Goth Angel: The Story of Lil Peep,"A YouTube-documentary that follows the life, career, and tragedy of Lil Peep",0.6,/pC53g9VxBAlN2w2jswOHnCh1FXE.jpg,2018-12-01,Goth Angel: The Story of Lil Peep,False,6.0,1
False,,"[35, 18]",588346,en,Chief Daddy,"Chief Daddy tells the story of billionaire industrialist Chief Beecroft, a flamboyant benefactor to a large extended family of relatives, household staff and assorted mistresses. Chief lives large, like there’s no tomorrow, until the day he dies suddenly and the ‘bullion van’ stops. What’s in his will and who gets all that money? What happens next will surprise you, as Chief Daddy has the last laugh from beyond the grave.",1.485,/xXPTMbyZL5h176JhWKW5oGxiKYy.jpg,2018-12-14,Chief Daddy,False,5.6,4
False,/cpzC2bmiZfUvjbxFuXdoIXAdp6a.jpg,"[27, 35]",577465,en,No Lives Matter,A small band of survivors accidentally finds a clever way to escape an incoming zombie horde.,0.6,/6H34SsQU2ckNVEVugbNLZG5aWV2.jpg,2018-12-04,No Lives Matter,False,10.0,1
False,/1GpUaE48KgqFyEFuKWj9tz8NtRA.jpg,[35],589618,en,Dry Ice; A Documentary,Years after the acclaimed band Dry Ice's members come back to take a look at how their lives have changed since their break up. One of these includes the hit lyricist Lil Murmayd who comes to a realisation about the new carrier he has chosen.,0.6,/iAUoQyOSlRoLcLHSgr2mX77oOjl.jpg,2018-09-29,Dry Ice; A Documentary,False,10.0,1
False,/yhdSh7mvu8k09zSprYrhWgSl7Yd.jpg,[],532886,en,A Night to Regret,"When Chelsea meets up with her estranged childhood best friend, Milla, she's unprepared for the events that follow. Milla, who is now a webcam girl briefly catches Chelsea on camera during one of her shows. Unbeknownst to her, Chelsea has now been exposed to a watcher who becomes obsessed and will stop at nothing to have her to himself.",1.9240000000000002,/8ctBNXzizFY2Crp5uMpIkRgv4Xu.jpg,2018-08-18,A Night to Regret,False,6.0,2
False,,"[27, 35]",532902,en,The Bloody Ballad of Squirt Reynolds,The kids at Camp Nawgonamakit are about to find out the tragic tale of Squirt Reynolds is more than just a legend.,1.56,/tCDViXyjcjmmlnOHi9vfVJih36J.jpg,2018-05-05,The Bloody Ballad of Squirt Reynolds,False,6.0,1
False,,[27],532904,en,Brace Face,A misfit girl with head gear is victimized by bullies and comes home to her strange parents with a dark secret.,1.278,/bJ8oKmZLV84WJIg9K0Dnv5sdzus.jpg,2018-05-30,Brace Face,False,7.0,1
False,/mqcy5fKZT8dQsfNvFPLqY2dBPP1.jpg,[99],532944,en,Ronnie Coleman: The King,"Ronnie Coleman is known as ""The King"" and for good reason. He is the 8x Mr. Olympia champion in the world of bodybuilding - sharing the world record for most Olympia wins. Now retired, he has undergone over 6 surgeries leaving him unable to walk without crutches but his desire to train like a pro bodybuilder has not dissipated. Exploring the history of his career as a bodybuilding legend and following his journey to recovery; for the first time ever discover the true man behind The King.",3.508,/agvPXXhjql6gLAKCxC9w01zLVvg.jpg,2018-06-22,Ronnie Coleman: The King,False,7.6,25
False,/z2NSj11gnjSJUgbm1bghEBYtktV.jpg,[28],533509,en,On the Ropes,"Following the sudden death of their father, two brothers realize the greatest threat to their criminal empire might just be each other. A no-holds-barred battle for power ensues that threatens to destroy everything their old man built.",4.955,/vaqNize5xphjgShpdYRc9ezO5z5.jpg,2018-07-03,On the Ropes,False,3.0,2
False,/hN1T9wZwF9VhJwC716uGcWkeNy2.jpg,"[27, 10770]",533527,en,Ouija Seance: The Final Game,"Sarah and her friends decide to spend the weekend at an old villa Sarah mysteriously inherited. After finding a Ouija Board in the attic, Sarah and her friends unknowingly awaken an evil force connected to the villa’s hidden secrets. To fight the unimaginable horror they will have to face their darkest fears and worst nightmares.",3.2889999999999997,/cMjufnP6CD7zgB3uFFeAII6pu4A.jpg,2018-07-02,Ouija Seance: The Final Game,False,4.1,11
False,/lPNIcV5ozPiYsjMdkjDBLALVMHE.jpg,[35],533550,en,Breaking & Exiting,"Harry, a charming house thief, gets more than he bargains for during an attempted burglary when he stumbles upon Daisy and decides to save her from herself, sending both of them into a darkly comedic journey of self discovery and love.",5.653,/ucZnGl4GJoTuIoJV2cX74k0WfK3.jpg,2018-08-17,Breaking & Exiting,False,5.7,23
False,/7PlZbduXPMJ7SsTD8EOvUVJalmF.jpg,[27],434555,en,The Possession of Hannah Grace,"When a cop who is just out of rehab takes the graveyard shift in a city hospital morgue, she faces a series of bizarre, violent events caused by an evil entity in one of the corpses.",25.826,/hDDb0H0uJp2wjoJBbBHbKlYRbug.jpg,2018-11-29,The Possession of Hannah Grace,False,5.0,296
False,/5RtpoYfCiyDC9WLzUiIIBHxdjs1.jpg,"[35, 18]",434596,en,An Actor Prepares,"After suffering a heart attack, a world-famous and hard-drinking actor is forced to drive across country with his estranged son—who testified against him in his parents' divorce—on one last madcap adventure.",3.3930000000000002,/8rSc59ajnmV9EsNWdLFSjRlFfT3.jpg,2018-08-31,An Actor Prepares,False,6.5,10
False,/s6259ofKBHvCgDNG7KCHpOjkE7o.jpg,[28],447957,en,Vengeance,"When ex-soldier turned mercenary, John Gold, learns of the murder of his best friend, he sets off on a mission to find out what happened. What he discovers is a sinister conspiracy and he sets about taking down those responsible one by one.",3.196,/cAlVMcDNhQ7MVkcaAmK0voZNmsm.jpg,2018-08-04,I am Vengeance,False,5.0,8
False,/zAtK2FhD4fvCL52Kl3eO3LgulYg.jpg,[],534734,en,Hustler,"Due to the highly growing population that is highly unemployed, there is a great increase in poverty resulting into crime cases such as prostitution, robbery, gambling, drug abuse, rape, murder and so many other immoral activities.",0.6,/7SRFyxMZFIAfAWtmD4x3L5kvPzj.jpg,2018-02-08,Hustler,False,8.0,1
False,/tZs0ffS5zcmr0DIgCEuJnshL24h.jpg,"[99, 10402]",535214,en,Jimmy Barnes: Working Class Boy,"With nine #1 albums to his name, Jimmy Barnes is one of Australia’s greatest rock icons. But his success masked a life of hardship and abuse, where the music that once saved him from oblivion almost came back to destroy him.  Before Jimmy Barnes was Jimmy Barnes, he was James Dixon Swan, a troubled kid from the mean streets of Glasgow – and the even meaner streets of North Adelaide – trying to survive against a backdrop of addiction, alcoholism, poverty and abuse. For Jimmy, escape was the only option and he found it with a band called Cold Chisel. But the rock’n’roll lifestyle has its own temptations and the scars of childhood are always waiting to take you home.  Based on the bestselling memoir and directed by veteran Australian filmmaker Mark Joffe, Working Class Boy is both an inspiring story of rock and redemption told in Barnes’ own words and an unflinchingly honest reflection on fame, creativity and depression.",0.6,/xnmDMzrIa8hRntO6WkTg4lP8LEk.jpg,2018-08-16,Jimmy Barnes: Working Class Boy,False,7.0,1
False,/pJwYrv2Fd6ExsPzTNiRusmjjpTn.jpg,"[27, 14]",535280,en,Dracula in Love,"Leila, a lonely young soul spends the night partying with her friends Nancy, David and Nash in a warehouse. As the boys drink up and smoke pot all social barriers between the sexes crumble. Leila, hit on by both men, hides away from them. Alone she senses there is someone else who wants her and certainly he is not of this world. A 200 year old Dracula escapes from a crate and reveals himself to Leila and tells her that she is his lost love. For him to live again and be with her, she must bring him the blood of her friends to drink and make love to him. Hypnotized by his sexual powers, Leila does as she is told. Leila and a handsome young Dracula get away and live happily ever after.",3.655,/zLexTw5yhZHcWX5XCqKOdy10FTB.jpg,2018-07-11,Dracula in Love,False,4.2,6
False,,"[35, 10751]",569038,en,Prince of Peoria A Christmas Moose Miracle,"Teddy gets snowed in at a bowling alley, which may cause him to miss the Festival of Lights for the very first time. Fear not, though, because Emil ""insists the Christmas moose will save the day.",0.779,/pMZxlPdDDBWgZIUtGVxh9ldO81H.jpg,2018-12-17,Prince of Peoria A Christmas Moose Miracle,False,6.0,1
False,/pV0h2JM74Brgw9TrcufI7GYI2V3.jpg,"[80, 18]",537104,en,The Intent 2: The Come Up,"Before the T.I.C and the Clappers crew were formed, the members worked for a ruthless Yardie boss, Beverly. One of the boys, Jay has ambitions to set up on his own. He has no money, his car keeps getting towed away, every move he makes to get money and lift himself out of the everyday struggle is unsuccessful.  Inspired by his high-flying girlfriend, Selene, he sets about laying the foundations for his own organised crime ring. Things are going seemingly well until he is arrested and Beverley discovers his hidden ambition. An ill-fated robbery after a stint in jail and a trip to Jamaica tears the crew apart. All their actions are being monitored by an undercover police officer who goes by the street name ‘Gunz’, who has been deployed by the Met Police to ingratiate himself with the crew.  With the same grit, humour and action sequences as its’ predecessor, ‘THE COME UP’ promises to follow ‘THE INTENT’ in becoming an instant cult classic but with international reach.",3.6689999999999996,/vS3yAm1Eck0aJMzr8V1R6oPFHKI.jpg,2018-09-21,The Intent 2: The Come Up,False,3.5,6
False,/tALmVciAxoeMIIzr4Nm9QK2JNv7.jpg,[53],537138,en,Twisted,"Kara and  Tyler are close to marriage when Tyler’s dangerous ex-girlfriend returns from rehab, and is adamant on winning him back, pulling Kara into a twisted game of cat and mouse.",1.714,/dE9e7KwpyLPdwrfMZaE92tZ3tkF.jpg,2018-05-19,Twisted,False,5.9,4
False,/tbx3tN8d97n4VjgpN3Gon0azGRh.jpg,"[14, 18]",455974,en,Blue My Mind,"15-year-old Mia faces an overwhelming transformation which puts her entire existence into question. Her body is changing radically, and despite desperate attempts to halt the process, Mia is soon forced to accept that nature is far more powerful than she is.",4.113,/ybepnyYmWhP7cp3AMDDCEnHMc2z.jpg,2018-10-04,Blue My Mind,False,6.3,18
False,/yRXzrwLfB5tDTIA3lSU9S3N9RUK.jpg,"[35, 18]",455980,en,Tag,"For one month every year, five highly competitive friends hit the ground running in a no-holds-barred game of tag they’ve been playing since the first grade. This year, the game coincides with the wedding of their only undefeated player, which should finally make him an easy target. But he knows they’re coming...and he’s ready.",21.997,/eXXpuW2xaq5Aen9N5prFlARVIvr.jpg,2018-05-30,Tag,False,6.8,1190
False,/bUcHY7CrYWieikW8fFkL3Dxnt4H.jpg,[35],437557,en,Blockers,"When three parents discover their daughters’ pact to lose their virginity at prom, they launch a covert one-night operation to stop the teens from sealing the deal.",14.350999999999999,/uvlUQXg0AlpGzKukO11K7QtW3Yu.jpg,2018-03-14,Blockers,False,6.1,903
False,/aaISP3nSy6GGtPPOavzaqw0Zg7N.jpg,[18],537617,en,The Padre,"American retired Judge Randall Nemes and his hired gun, Gaspar, track down a con man posing as a priest in a small Colombian town only to be thrown off-course by a scrappy 16-year-old girl intent on reuniting with her sister in the United States.",5.836,/zaj41iC7bRdouW2xnL9shBKR0kl.jpg,2018-09-28,The Padre,False,6.2,23
False,,"[99, 18]",537618,en,Truth and Lies: Waco,"51 days that changed America. Twenty-five years after the 51-day standoff and deadly siege on David Koresh and the Branch Davidian compound, new details and survivor revelations come to light.",1.256,/sKhr9YYvaBiPoyngzQeKaxl2SPw.jpg,2018-01-04,Truth and Lies: Waco,False,6.0,1
False,,"[878, 53]",537723,en,Instant,"After a desperate criminal takes a bar hostage, six people must stay alive while one conceals the truth that could change everything in an instant.",1.327,/zBQLgEDn73MIkf7iKfn6NNdbVg4.jpg,2018-07-19,Instant,False,7.0,2
False,/bUwwofZUjJ50WFYo2CisXgUadUt.jpg,[35],537734,en,The Weekend,"An acerbic comedian becomes romantically entangled with her ex, his new girlfriend, and another guest during a weekend getaway.",1.393,/brHf4VVz6PU2Ec5IAScCQjZLyt3.jpg,2018-09-11,The Weekend,False,3.0,1
True,/oBtFjqAFHVWRhkzmo0iz1KDKCwd.jpg,[],537748,en,Carter's Games,"April O'Neil is complaining to her husband about them living at his sister Carter Cruise's house when her sister-in-law overhears the conversation. April gets off the phone and apologizes for what she said. Carter blows it off and tries to convince April to hang out with her so they can bond. Carter Cruise sees bully Bree tyrannizing her hot neighbor Mia Malkova on the street and rushes outside to her rescue. She is happy that Carter intervened and leans in to give a tender kiss. Ashley Adams gets off the phone with her study buddy whose tongue she just finished riding, while her unsuspecting sorority sister girlfriend Serena Blair is waiting at the house. Carter is up to her old tricks trying to get April to play her silly games. Carter persuades April to have sex but she's worried that her husband upstairs will hear them.",0.6,/lvAnIlOXmqpX3I2ZzWM1YIlAhQn.jpg,2018-06-18,Carter's Games,False,8.3,2
False,/u3W0EweWYuOY4RhF56jbr1Zv2Gg.jpg,[],450994,en,American Folk,"Two strangers, both folk musicians stranded in California, take a road trip to New York in the days after 9/11. A story about the kindness of strangers and the power of music.",0.6,/fi1cdX4j3Am9tBbWwW2x80QW9c6.jpg,2018-01-26,American Folk,False,5.3,3
False,/4nm87h72f5kGnxjUo6cAhbDFYPA.jpg,[28],538238,en,Cheat the Hangman,"The son of a hangman gets involved in a gunfight with the men who killed his father. When one of these men is killed, the son is arrested and tried by the territorial hanging judge. The young man's fate is now in the hands of another hangman.",1.4,/lUxw0obRWVCX2KmHv87LaOMOYN9.jpg,2018-11-05,Cheat the Hangman,False,6.0,1
False,,"[10402, 10751]",570282,en,Disney Parks Magical Christmas Day Parade,"This Christmas, Disney Parks celebrates the joy of the season as hosts Jordan Fisher and Sarah Hyland share this magical holiday tradition with families around the globe. Co-hosted by Jesse Palmer, the Christmas Day celebration will be merrier than ever before, bringing together the adored Christmas Day parade, special musical performances, surprise celebrity guests and heartwarming family stories to celebrate the most wonderful time of the year.",0.772,/riTYJwWm1I8ixALHdWak45Orkco.jpg,2018-12-10,Disney Parks Magical Christmas Day Parade,False,6.0,1
False,,[18],591542,en,I Smell the Salt,A young girl discovers a new way to see and experience the world.,0.6,/6QzZ8T3It0NML8lIwzaK5wBAaby.jpg,2018-02-08,I Smell the Salt,False,10.0,2
